ID,delinquent,Sdelinquent,term,gender,age,FICO
659,Yes,1,36 months,Male,20-25,300-500
660,Yes,1,36 months,Male,20-25,300-500
661,Yes,1,36 months,Male,20-25,300-500
662,Yes,1,36 months,Male,20-25,300-500
663,Yes,1,36 months,Male,20-25,300-500
664,Yes,1,36 months,Male,20-25,300-500
665,Yes,1,36 months,Male,20-25,300-500
666,Yes,1,36 months,Male,20-25,300-500
667,Yes,1,36 months,Male,20-25,300-500
668,Yes,1,36 months,Male,20-25,300-500
669,Yes,1,36 months,Male,20-25,300-500
670,Yes,1,36 months,Male,20-25,300-500
671,Yes,1,36 months,Male,20-25,300-500
672,Yes,1,36 months,Male,20-25,300-500
673,Yes,1,36 months,Male,20-25,300-500
674,Yes,1,36 months,Male,20-25,300-500
675,Yes,1,36 months,Male,20-25,300-500
676,Yes,1,36 months,Male,20-25,300-500
677,Yes,1,36 months,Male,20-25,300-500
678,Yes,1,36 months,Male,20-25,300-500
679,Yes,1,36 months,Male,20-25,300-500
680,Yes,1,36 months,Male,20-25,300-500
681,Yes,1,36 months,Male,20-25,300-500
682,Yes,1,36 months,Male,20-25,300-500
683,Yes,1,36 months,Male,20-25,300-500
684,Yes,1,36 months,Male,20-25,300-500
685,Yes,1,36 months,Male,20-25,300-500
686,Yes,1,36 months,Male,20-25,300-500
687,Yes,1,36 months,Male,20-25,300-500
688,Yes,1,36 months,Male,20-25,300-500
689,Yes,1,36 months,Male,20-25,300-500
690,Yes,1,36 months,Male,20-25,300-500
691,Yes,1,36 months,Male,20-25,300-500
692,Yes,1,36 months,Male,20-25,300-500
693,Yes,1,36 months,Male,20-25,300-500
694,Yes,1,36 months,Male,20-25,300-500
695,Yes,1,36 months,Male,20-25,300-500
696,Yes,1,36 months,Male,20-25,300-500
697,Yes,1,36 months,Male,20-25,300-500
698,Yes,1,36 months,Male,20-25,300-500
699,Yes,1,36 months,Male,20-25,300-500
700,Yes,1,36 months,Male,20-25,300-500
701,Yes,1,36 months,Male,20-25,300-500
702,Yes,1,36 months,Male,20-25,300-500
703,Yes,1,36 months,Male,20-25,300-500
704,Yes,1,36 months,Male,20-25,300-500
705,Yes,1,36 months,Male,20-25,300-500
706,Yes,1,36 months,Male,20-25,300-500
707,Yes,1,36 months,Male,20-25,300-500
708,Yes,1,36 months,Male,20-25,300-500
709,Yes,1,36 months,Male,20-25,300-500
710,Yes,1,36 months,Male,20-25,300-500
711,Yes,1,36 months,Male,20-25,300-500
712,Yes,1,36 months,Male,20-25,300-500
713,Yes,1,36 months,Male,20-25,300-500
714,Yes,1,36 months,Male,20-25,300-500
715,Yes,1,36 months,Male,20-25,300-500
716,Yes,1,36 months,Male,20-25,300-500
717,Yes,1,36 months,Male,20-25,300-500
718,Yes,1,36 months,Male,20-25,300-500
719,Yes,1,36 months,Male,20-25,300-500
720,Yes,1,36 months,Male,20-25,300-500
721,Yes,1,36 months,Male,20-25,300-500
722,Yes,1,36 months,Male,20-25,300-500
723,Yes,1,36 months,Male,20-25,300-500
724,Yes,1,36 months,Male,20-25,300-500
725,Yes,1,36 months,Male,20-25,300-500
726,Yes,1,36 months,Male,20-25,300-500
727,Yes,1,36 months,Male,20-25,300-500
728,Yes,1,36 months,Male,20-25,300-500
729,Yes,1,36 months,Male,20-25,300-500
730,Yes,1,36 months,Male,20-25,300-500
731,Yes,1,36 months,Male,20-25,300-500
732,Yes,1,36 months,Male,20-25,300-500
733,Yes,1,36 months,Male,20-25,300-500
734,Yes,1,36 months,Male,20-25,300-500
735,Yes,1,36 months,Male,20-25,300-500
736,Yes,1,36 months,Male,20-25,300-500
737,Yes,1,36 months,Male,20-25,300-500
738,Yes,1,36 months,Male,20-25,300-500
739,Yes,1,36 months,Male,20-25,300-500
740,Yes,1,36 months,Male,20-25,300-500
741,Yes,1,36 months,Male,20-25,300-500
742,Yes,1,36 months,Male,20-25,300-500
743,Yes,1,36 months,Male,20-25,300-500
744,Yes,1,36 months,Male,20-25,300-500
745,Yes,1,36 months,Male,20-25,300-500
746,Yes,1,36 months,Male,20-25,300-500
747,Yes,1,36 months,Male,20-25,300-500
748,Yes,1,36 months,Male,20-25,300-500
749,Yes,1,36 months,Male,20-25,300-500
750,Yes,1,36 months,Male,20-25,300-500
751,Yes,1,36 months,Male,20-25,300-500
752,Yes,1,36 months,Male,20-25,300-500
753,Yes,1,36 months,Male,20-25,300-500
754,Yes,1,36 months,Male,20-25,300-500
755,Yes,1,36 months,Male,20-25,300-500
756,Yes,1,36 months,Male,20-25,300-500
757,Yes,1,36 months,Male,20-25,300-500
758,Yes,1,36 months,Male,20-25,300-500
759,Yes,1,36 months,Male,20-25,300-500
760,Yes,1,36 months,Male,20-25,300-500
761,Yes,1,36 months,Male,20-25,300-500
762,Yes,1,36 months,Male,20-25,300-500
763,Yes,1,36 months,Male,20-25,300-500
764,Yes,1,36 months,Male,20-25,300-500
765,Yes,1,36 months,Male,20-25,300-500
766,Yes,1,36 months,Male,20-25,300-500
767,Yes,1,36 months,Male,20-25,300-500
768,Yes,1,36 months,Male,20-25,300-500
769,Yes,1,36 months,Male,20-25,300-500
770,Yes,1,36 months,Male,20-25,300-500
771,Yes,1,36 months,Male,20-25,300-500
772,Yes,1,36 months,Male,20-25,300-500
773,Yes,1,36 months,Male,20-25,300-500
774,Yes,1,36 months,Male,20-25,300-500
775,Yes,1,36 months,Male,20-25,300-500
776,Yes,1,36 months,Male,20-25,300-500
777,Yes,1,36 months,Male,20-25,300-500
778,Yes,1,36 months,Male,20-25,300-500
779,Yes,1,36 months,Male,20-25,300-500
780,Yes,1,36 months,Male,20-25,300-500
781,Yes,1,36 months,Male,20-25,300-500
782,Yes,1,36 months,Male,20-25,300-500
783,Yes,1,36 months,Male,20-25,300-500
784,Yes,1,36 months,Male,20-25,300-500
785,Yes,1,36 months,Male,20-25,300-500
786,Yes,1,36 months,Male,20-25,300-500
787,Yes,1,36 months,Male,20-25,300-500
788,Yes,1,36 months,Male,20-25,300-500
789,Yes,1,36 months,Male,20-25,300-500
790,Yes,1,36 months,Male,20-25,300-500
791,Yes,1,36 months,Male,20-25,300-500
792,Yes,1,36 months,Male,20-25,300-500
793,Yes,1,36 months,Male,20-25,300-500
794,Yes,1,36 months,Male,20-25,300-500
795,Yes,1,36 months,Male,20-25,300-500
796,Yes,1,36 months,Male,20-25,300-500
797,Yes,1,36 months,Male,20-25,300-500
798,Yes,1,36 months,Male,20-25,300-500
799,Yes,1,36 months,Male,20-25,300-500
800,Yes,1,36 months,Male,20-25,300-500
801,Yes,1,36 months,Male,20-25,300-500
802,Yes,1,36 months,Male,20-25,300-500
803,Yes,1,36 months,Male,20-25,300-500
804,Yes,1,36 months,Male,20-25,300-500
805,Yes,1,36 months,Male,20-25,300-500
806,Yes,1,36 months,Male,20-25,300-500
807,Yes,1,36 months,Male,20-25,300-500
808,Yes,1,36 months,Male,20-25,300-500
809,Yes,1,36 months,Male,20-25,300-500
810,Yes,1,36 months,Male,20-25,300-500
811,Yes,1,36 months,Male,20-25,300-500
812,Yes,1,36 months,Male,20-25,300-500
813,Yes,1,36 months,Male,20-25,300-500
814,Yes,1,36 months,Male,20-25,300-500
815,Yes,1,36 months,Male,20-25,300-500
816,Yes,1,36 months,Male,20-25,300-500
817,Yes,1,36 months,Male,20-25,300-500
818,Yes,1,36 months,Male,20-25,300-500
819,Yes,1,36 months,Male,20-25,300-500
820,Yes,1,36 months,Male,20-25,300-500
821,Yes,1,36 months,Male,20-25,300-500
822,Yes,1,36 months,Male,20-25,300-500
823,Yes,1,36 months,Male,20-25,300-500
824,Yes,1,36 months,Male,20-25,300-500
825,Yes,1,36 months,Male,20-25,300-500
826,Yes,1,36 months,Male,20-25,300-500
827,Yes,1,36 months,Male,20-25,300-500
828,Yes,1,36 months,Male,20-25,300-500
829,Yes,1,36 months,Male,20-25,300-500
830,Yes,1,36 months,Male,20-25,300-500
831,Yes,1,36 months,Male,20-25,300-500
832,Yes,1,36 months,Male,20-25,300-500
833,Yes,1,36 months,Male,20-25,300-500
834,Yes,1,36 months,Male,20-25,300-500
835,Yes,1,36 months,Male,20-25,300-500
836,Yes,1,36 months,Male,20-25,300-500
837,Yes,1,36 months,Male,20-25,300-500
838,Yes,1,36 months,Male,20-25,300-500
839,Yes,1,36 months,Male,20-25,300-500
840,Yes,1,36 months,Male,20-25,300-500
841,Yes,1,36 months,Male,20-25,300-500
842,Yes,1,36 months,Male,20-25,300-500
843,Yes,1,36 months,Male,20-25,300-500
844,Yes,1,36 months,Male,20-25,300-500
845,Yes,1,36 months,Male,20-25,300-500
846,Yes,1,36 months,Male,20-25,300-500
847,Yes,1,36 months,Male,20-25,300-500
848,Yes,1,36 months,Male,20-25,300-500
849,Yes,1,36 months,Male,20-25,300-500
850,Yes,1,36 months,Male,20-25,300-500
851,Yes,1,36 months,Male,20-25,300-500
852,Yes,1,36 months,Male,20-25,300-500
853,Yes,1,36 months,Male,20-25,300-500
854,Yes,1,36 months,Male,20-25,300-500
855,Yes,1,36 months,Male,20-25,300-500
856,Yes,1,36 months,Male,20-25,300-500
857,Yes,1,36 months,Male,20-25,300-500
858,Yes,1,36 months,Male,20-25,300-500
859,Yes,1,36 months,Male,20-25,300-500
860,Yes,1,36 months,Male,20-25,300-500
861,Yes,1,36 months,Male,20-25,300-500
862,Yes,1,36 months,Male,20-25,300-500
863,Yes,1,36 months,Male,20-25,300-500
864,Yes,1,36 months,Male,20-25,300-500
865,Yes,1,36 months,Male,20-25,300-500
866,Yes,1,36 months,Male,20-25,300-500
867,Yes,1,36 months,Male,20-25,300-500
868,Yes,1,36 months,Male,20-25,300-500
869,Yes,1,36 months,Male,20-25,300-500
870,Yes,1,36 months,Male,20-25,300-500
871,Yes,1,36 months,Male,20-25,300-500
872,Yes,1,36 months,Male,20-25,300-500
873,Yes,1,36 months,Male,20-25,300-500
874,Yes,1,36 months,Male,20-25,300-500
875,Yes,1,36 months,Male,20-25,300-500
876,Yes,1,36 months,Male,20-25,300-500
877,Yes,1,36 months,Male,20-25,300-500
878,Yes,1,36 months,Male,20-25,300-500
879,Yes,1,36 months,Male,20-25,300-500
880,Yes,1,36 months,Male,20-25,300-500
881,Yes,1,36 months,Male,20-25,300-500
882,Yes,1,36 months,Male,20-25,300-500
883,Yes,1,36 months,Male,20-25,300-500
884,Yes,1,36 months,Male,20-25,300-500
885,Yes,1,36 months,Male,20-25,300-500
886,Yes,1,36 months,Male,20-25,300-500
887,Yes,1,36 months,Male,20-25,300-500
888,Yes,1,36 months,Male,20-25,300-500
889,Yes,1,36 months,Male,20-25,300-500
890,Yes,1,36 months,Male,20-25,300-500
891,Yes,1,36 months,Male,20-25,300-500
892,Yes,1,36 months,Male,20-25,300-500
893,Yes,1,36 months,Male,20-25,300-500
894,Yes,1,36 months,Male,20-25,300-500
895,Yes,1,36 months,Male,20-25,300-500
896,Yes,1,36 months,Male,20-25,300-500
897,Yes,1,36 months,Male,20-25,300-500
898,Yes,1,36 months,Male,20-25,300-500
899,Yes,1,36 months,Male,20-25,300-500
900,Yes,1,36 months,Male,20-25,300-500
901,Yes,1,36 months,Male,20-25,300-500
902,Yes,1,36 months,Male,20-25,300-500
903,Yes,1,36 months,Male,20-25,300-500
904,Yes,1,36 months,Male,20-25,300-500
905,Yes,1,36 months,Male,20-25,300-500
906,Yes,1,36 months,Male,20-25,300-500
907,Yes,1,36 months,Male,20-25,300-500
908,Yes,1,36 months,Male,20-25,300-500
909,Yes,1,36 months,Male,20-25,300-500
910,Yes,1,36 months,Male,20-25,300-500
911,Yes,1,36 months,Male,20-25,300-500
912,Yes,1,36 months,Male,20-25,300-500
913,Yes,1,36 months,Male,20-25,300-500
914,Yes,1,36 months,Male,20-25,300-500
915,Yes,1,36 months,Male,20-25,300-500
916,Yes,1,36 months,Male,20-25,300-500
917,Yes,1,36 months,Male,20-25,300-500
918,Yes,1,36 months,Male,20-25,300-500
919,Yes,1,36 months,Male,20-25,300-500
920,Yes,1,36 months,Male,20-25,300-500
921,Yes,1,36 months,Male,20-25,300-500
922,Yes,1,36 months,Male,20-25,300-500
923,Yes,1,36 months,Male,20-25,300-500
924,Yes,1,36 months,Male,20-25,300-500
925,Yes,1,36 months,Male,20-25,300-500
926,Yes,1,36 months,Male,20-25,300-500
927,Yes,1,36 months,Male,20-25,300-500
928,Yes,1,36 months,Male,20-25,300-500
929,Yes,1,36 months,Male,20-25,300-500
930,Yes,1,36 months,Male,20-25,300-500
931,Yes,1,36 months,Male,20-25,300-500
932,Yes,1,36 months,Male,20-25,300-500
933,Yes,1,36 months,Male,20-25,300-500
934,Yes,1,36 months,Male,20-25,300-500
935,Yes,1,36 months,Male,20-25,300-500
936,Yes,1,36 months,Male,20-25,300-500
937,Yes,1,36 months,Male,20-25,300-500
938,Yes,1,36 months,Male,20-25,300-500
939,Yes,1,36 months,Male,20-25,300-500
940,Yes,1,36 months,Male,20-25,300-500
941,Yes,1,36 months,Male,20-25,300-500
942,Yes,1,36 months,Male,20-25,300-500
943,Yes,1,36 months,Male,20-25,300-500
944,Yes,1,36 months,Male,20-25,300-500
945,Yes,1,36 months,Male,20-25,300-500
946,Yes,1,36 months,Male,20-25,300-500
947,Yes,1,36 months,Male,20-25,300-500
948,Yes,1,36 months,Male,20-25,300-500
949,Yes,1,36 months,Male,20-25,300-500
950,Yes,1,36 months,Male,20-25,300-500
951,Yes,1,36 months,Male,20-25,300-500
952,Yes,1,36 months,Male,20-25,300-500
953,Yes,1,36 months,Male,20-25,300-500
954,Yes,1,36 months,Male,20-25,300-500
955,Yes,1,36 months,Male,20-25,300-500
956,Yes,1,36 months,Male,20-25,300-500
957,Yes,1,36 months,Male,20-25,300-500
958,Yes,1,36 months,Male,20-25,300-500
959,Yes,1,36 months,Male,20-25,300-500
960,Yes,1,36 months,Male,20-25,300-500
961,Yes,1,36 months,Male,20-25,300-500
962,Yes,1,36 months,Male,20-25,300-500
963,Yes,1,36 months,Male,20-25,300-500
964,Yes,1,36 months,Male,20-25,300-500
965,Yes,1,36 months,Male,20-25,300-500
966,Yes,1,36 months,Male,20-25,300-500
967,Yes,1,36 months,Male,20-25,300-500
968,Yes,1,36 months,Male,20-25,300-500
969,Yes,1,36 months,Male,20-25,300-500
970,Yes,1,36 months,Male,20-25,300-500
971,Yes,1,36 months,Male,20-25,300-500
972,Yes,1,36 months,Male,20-25,300-500
973,Yes,1,36 months,Male,20-25,300-500
974,Yes,1,36 months,Male,20-25,300-500
975,Yes,1,36 months,Male,20-25,300-500
976,Yes,1,36 months,Male,20-25,300-500
977,Yes,1,36 months,Male,20-25,300-500
978,Yes,1,36 months,Male,20-25,300-500
979,Yes,1,36 months,Male,20-25,300-500
980,Yes,1,36 months,Male,20-25,300-500
981,Yes,1,36 months,Male,20-25,300-500
982,Yes,1,36 months,Male,20-25,300-500
983,Yes,1,36 months,Male,20-25,300-500
984,Yes,1,36 months,Male,20-25,300-500
985,Yes,1,36 months,Male,20-25,300-500
986,Yes,1,36 months,Male,20-25,300-500
987,Yes,1,36 months,Male,20-25,300-500
988,Yes,1,36 months,Male,20-25,300-500
989,Yes,1,36 months,Male,20-25,300-500
990,Yes,1,36 months,Male,20-25,300-500
991,Yes,1,36 months,Male,20-25,300-500
992,Yes,1,36 months,Male,20-25,300-500
993,Yes,1,36 months,Male,20-25,300-500
994,Yes,1,36 months,Male,20-25,300-500
995,Yes,1,36 months,Male,20-25,300-500
996,Yes,1,36 months,Male,20-25,300-500
997,Yes,1,36 months,Male,20-25,300-500
998,Yes,1,36 months,Male,20-25,300-500
999,Yes,1,36 months,Male,20-25,300-500
1000,Yes,1,36 months,Male,20-25,300-500
1001,Yes,1,36 months,Male,20-25,300-500
1002,Yes,1,36 months,Male,20-25,300-500
1003,Yes,1,36 months,Male,20-25,300-500
1004,Yes,1,36 months,Male,20-25,300-500
1005,Yes,1,36 months,Male,20-25,300-500
1006,Yes,1,36 months,Male,20-25,300-500
1007,Yes,1,36 months,Male,20-25,300-500
1008,Yes,1,36 months,Male,20-25,300-500
1009,Yes,1,36 months,Male,20-25,300-500
1010,Yes,1,36 months,Male,20-25,300-500
1011,Yes,1,36 months,Male,20-25,300-500
1012,Yes,1,36 months,Male,20-25,300-500
1013,Yes,1,36 months,Male,20-25,300-500
1014,Yes,1,36 months,Male,20-25,300-500
1015,Yes,1,36 months,Male,20-25,300-500
1016,Yes,1,36 months,Male,20-25,300-500
1017,Yes,1,36 months,Male,20-25,300-500
1018,Yes,1,36 months,Male,20-25,300-500
1019,Yes,1,36 months,Male,20-25,300-500
1020,Yes,1,36 months,Male,20-25,300-500
1021,Yes,1,36 months,Male,20-25,300-500
1022,Yes,1,36 months,Male,20-25,300-500
1023,Yes,1,36 months,Male,20-25,300-500
1024,Yes,1,36 months,Male,20-25,300-500
1025,Yes,1,36 months,Male,20-25,300-500
1026,Yes,1,36 months,Male,20-25,300-500
1027,Yes,1,36 months,Male,20-25,300-500
1028,Yes,1,36 months,Male,20-25,300-500
1029,Yes,1,36 months,Male,20-25,300-500
1030,Yes,1,36 months,Male,20-25,300-500
1031,Yes,1,36 months,Male,20-25,300-500
1032,Yes,1,36 months,Male,20-25,300-500
1033,Yes,1,36 months,Male,20-25,300-500
1034,Yes,1,36 months,Male,20-25,300-500
1035,Yes,1,36 months,Male,20-25,300-500
1036,Yes,1,36 months,Male,20-25,300-500
1037,Yes,1,36 months,Male,20-25,300-500
1038,Yes,1,36 months,Male,20-25,300-500
1039,Yes,1,36 months,Male,20-25,300-500
1040,Yes,1,36 months,Male,20-25,300-500
1041,Yes,1,36 months,Male,20-25,300-500
1042,Yes,1,36 months,Male,20-25,300-500
1043,Yes,1,36 months,Male,20-25,300-500
1044,Yes,1,36 months,Male,20-25,300-500
1045,Yes,1,36 months,Male,20-25,300-500
1046,Yes,1,36 months,Male,20-25,300-500
1047,Yes,1,36 months,Male,20-25,300-500
1048,Yes,1,36 months,Male,20-25,300-500
1049,Yes,1,36 months,Male,20-25,300-500
1050,Yes,1,36 months,Male,20-25,300-500
1051,Yes,1,36 months,Male,20-25,300-500
1052,Yes,1,36 months,Male,20-25,300-500
1053,Yes,1,36 months,Male,20-25,300-500
1054,Yes,1,36 months,Male,20-25,300-500
1055,Yes,1,36 months,Male,20-25,300-500
1056,Yes,1,36 months,Male,20-25,300-500
1057,Yes,1,36 months,Male,20-25,300-500
1058,Yes,1,36 months,Male,20-25,300-500
1059,Yes,1,36 months,Male,20-25,300-500
1060,Yes,1,36 months,Male,20-25,300-500
1061,Yes,1,36 months,Male,20-25,300-500
1062,Yes,1,36 months,Male,20-25,300-500
1063,Yes,1,36 months,Male,20-25,300-500
1064,Yes,1,36 months,Male,20-25,300-500
1065,Yes,1,36 months,Male,20-25,300-500
1066,Yes,1,36 months,Male,20-25,300-500
1067,Yes,1,36 months,Male,20-25,300-500
1068,Yes,1,36 months,Male,20-25,300-500
1069,Yes,1,36 months,Male,20-25,300-500
1070,Yes,1,36 months,Male,20-25,300-500
1071,Yes,1,36 months,Male,20-25,300-500
1072,Yes,1,36 months,Male,20-25,300-500
1073,Yes,1,36 months,Male,20-25,300-500
1074,Yes,1,36 months,Male,20-25,300-500
1075,Yes,1,36 months,Male,20-25,300-500
1076,Yes,1,36 months,Male,20-25,300-500
1077,Yes,1,36 months,Male,20-25,300-500
1078,Yes,1,36 months,Male,20-25,300-500
1079,Yes,1,36 months,Male,20-25,300-500
1080,Yes,1,36 months,Male,20-25,300-500
1081,Yes,1,36 months,Male,20-25,300-500
1082,Yes,1,36 months,Male,20-25,300-500
1083,Yes,1,36 months,Male,20-25,300-500
1084,Yes,1,36 months,Male,20-25,300-500
1085,Yes,1,36 months,Male,20-25,300-500
1086,Yes,1,36 months,Male,20-25,300-500
1087,Yes,1,36 months,Male,20-25,300-500
1088,Yes,1,36 months,Male,20-25,300-500
1089,Yes,1,36 months,Male,20-25,300-500
1090,Yes,1,36 months,Male,20-25,300-500
1091,Yes,1,36 months,Male,20-25,300-500
1092,Yes,1,36 months,Male,20-25,300-500
1093,Yes,1,36 months,Male,20-25,300-500
1094,Yes,1,36 months,Male,20-25,300-500
1095,Yes,1,36 months,Male,20-25,300-500
1096,Yes,1,36 months,Male,20-25,300-500
1097,Yes,1,36 months,Male,20-25,300-500
1098,Yes,1,36 months,Male,20-25,300-500
1099,Yes,1,36 months,Male,20-25,300-500
1100,Yes,1,36 months,Male,20-25,300-500
1101,Yes,1,36 months,Male,20-25,300-500
1102,Yes,1,36 months,Male,20-25,300-500
1103,Yes,1,36 months,Male,20-25,300-500
1104,Yes,1,36 months,Male,20-25,300-500
1105,Yes,1,36 months,Male,20-25,300-500
1106,Yes,1,36 months,Male,20-25,300-500
1107,Yes,1,36 months,Male,20-25,300-500
1108,Yes,1,36 months,Male,20-25,300-500
1109,Yes,1,36 months,Male,20-25,300-500
1110,Yes,1,36 months,Male,20-25,300-500
1111,Yes,1,36 months,Male,20-25,300-500
1112,Yes,1,36 months,Male,20-25,300-500
1113,Yes,1,36 months,Male,20-25,300-500
1114,Yes,1,36 months,Male,20-25,300-500
1115,Yes,1,36 months,Male,20-25,300-500
1116,Yes,1,36 months,Male,20-25,300-500
1117,Yes,1,36 months,Male,20-25,300-500
1118,Yes,1,36 months,Male,20-25,300-500
1119,Yes,1,36 months,Male,20-25,300-500
1120,Yes,1,36 months,Male,20-25,300-500
1121,Yes,1,36 months,Male,20-25,300-500
1122,Yes,1,36 months,Male,20-25,300-500
1123,Yes,1,36 months,Male,20-25,300-500
1124,Yes,1,36 months,Male,20-25,300-500
1125,Yes,1,36 months,Male,20-25,300-500
1126,Yes,1,36 months,Male,20-25,300-500
1127,Yes,1,36 months,Male,20-25,300-500
1128,Yes,1,36 months,Male,20-25,300-500
1129,Yes,1,36 months,Male,20-25,300-500
1130,Yes,1,36 months,Male,20-25,300-500
1131,Yes,1,36 months,Male,20-25,300-500
1132,Yes,1,36 months,Male,20-25,300-500
1133,Yes,1,36 months,Male,20-25,300-500
1134,Yes,1,36 months,Male,20-25,300-500
1135,Yes,1,36 months,Male,20-25,300-500
1136,Yes,1,36 months,Male,20-25,300-500
